	A,			K,			Q,			J,			T,			9,			8,			7,			6,			5,			4,			3,			2,			
A,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	
K,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 0, 0,	
Q,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 81, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	
J,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	
T,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	
9,	0, 100, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 46, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 89, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	
8,	0, 71, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 100, 0,	0, 100, 0,	0, 100, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	
7,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 100, 0,	0, 100, 0,	0, 20, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	
6,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 100, 0,	0, 100, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	
5,	0, 4, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 100, 0,	0, 100, 0,	0, 0, 0,	0, 0, 0,	
4,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 100, 0,	0, 0, 0,	0, 0, 0,	
3,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 100, 0,	0, 0, 0,	
2,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 0, 0,	0, 100, 0,	
